id_row,SEXE,ANNEE,CLASSE_AGE,CODE_CIM10,libelle_CIM10,label,indicateur,rang,frequence,age_median,nb_cas,asr
4170,Homme,2017,00-24,C91-95,,Leucémies,Mortalité,11,0.0,,0,0.0
4172,Femme,2018,00-24,C91-95,,Leucémies,Mortalité,8,0.0,,0,0.0
4164,Femme,2009,00-24,C91-95,,Leucémies,Mortalité,8,0.0,,0,0.0
963,Femme,2016,00-24,C91-95,,Leucémies,Incidence,9,0.0,,0,0.0
4167,Femme,2012,00-24,C91-95,,Leucémies,Mortalité,8,0.0,,0,0.0
6310,Femme,2013,75+,C91-95,,Leucémies,Mortalité,15,0.0,,0,0.0
4171,Homme,2018,00-24,C91-95,,Leucémies,Mortalité,7,0.0,,0,0.0
4173,Homme,2019,00-24,C91-95,,Leucémies,Mortalité,8,0.0,,0,0.0
4983,Homme,2013,25-49,"C88,C90",,Myélomes,Mortalité,13,0.0,,0,0.0
5734,Homme,2014,50-74,"C88,C90",,Myélomes,Mortalité,19,0.0,,0,0.0
4238,Femme,2010,00-24,"C88,C90",,Myélomes,Mortalité,11,0.0,,0,0.0
3901,Femme,2015,Tous ages,"C88,C90",,Myélomes,Mortalité,21,0.0,,0,0.0
4236,Femme,2009,00-24,"C88,C90",,Myélomes,Mortalité,12,0.0,,0,0.0
4993,Femme,2019,25-49,"C88,C90",,Myélomes,Mortalité,16,0.0,,0,0.0
1854,Homme,2016,25-49,"C88,C90",,Myélomes,Incidence,20,0.0,,0,0.0
1037,Femme,2012,00-24,"C88,C90",,Myélomes,Incidence,12,0.0,,0,0.0
3224,Homme,2009,75+,"C88,C90",,Myélomes,Incidence,16,0.0,,0,0.0
3225,Femme,2009,75+,"C88,C90",,Myélomes,Incidence,18,0.0,,0,0.0
4254,Homme,2021,00-24,"C88,C90",,Myélomes,Mortalité,11,0.0,,0,0.0
1047,Femme,2017,00-24,"C88,C90",,Myélomes,Incidence,12,0.0,,0,0.0
1039,Femme,2013,00-24,"C88,C90",,Myélomes,Incidence,13,0.0,,0,0.0
1051,Femme,2019,00-24,"C88,C90",,Myélomes,Incidence,14,0.0,,0,0.0
5733,Femme,2012,50-74,"C88,C90",,Myélomes,Mortalité,16,0.0,,0,0.0
4994,Homme,2020,25-49,"C88,C90",,Myélomes,Mortalité,12,0.0,,0,0.0
1042,Homme,2015,00-24,"C88,C90",,Myélomes,Incidence,13,0.0,,0,0.0
4546,Femme,2014,00-24,"C88,C90",,Myélomes,Mortalité,11,,,0,0.0
1861,Femme,2021,25-49,"C88,C90",,Myélomes,Incidence,19,0.0,,0,0.0
6336,Femme,2011,75+,"C88,C90",,Myélomes,Mortalité,17,0.0,,0,0.0
4255,Femme,2021,00-24,"C88,C90",,Myélomes,Mortalité,11,0.0,,0,0.0
1044,Homme,2016,00-24,"C88,C90",,Myélomes,Incidence,13,0.0,,0,0.0
4544,Femme,2013,00-24,"C88,C90",,Myélomes,Mortalité,11,,,0,0.0
6340,Femme,2016,75+,"C88,C90",,Myélomes,Mortalité,16,0.0,,0,0.0
4978,Femme,2010,25-49,"C88,C90",,Myélomes,Mortalité,13,0.0,,0,0.0
1048,Homme,2018,00-24,"C88,C90",,Myélomes,Incidence,13,0.0,,0,0.0
4987,Femme,2015,25-49,"C88,C90",,Myélomes,Mortalité,15,0.0,,0,0.0
4244,Homme,2015,00-24,"C88,C90",,Myélomes,Mortalité,12,0.0,,0,0.0
6338,Homme,2015,75+,"C88,C90",,Myélomes,Mortalité,19,0.0,,0,0.0
3227,Femme,2016,75+,"C88,C90",,Myélomes,Incidence,19,0.0,,0,0.0
1038,Homme,2013,00-24,"C88,C90",,Myélomes,Incidence,12,0.0,,0,0.0
6334,Homme,2009,75+,"C88,C90",,Myélomes,Mortalité,16,0.0,,0,0.0
1860,Homme,2021,25-49,"C88,C90",,Myélomes,Incidence,19,0.0,,0,0.0
4239,Homme,2011,00-24,"C88,C90",,Myélomes,Mortalité,11,0.0,,0,0.0
1031,Femme,2009,00-24,"C88,C90",,Myélomes,Incidence,14,0.0,,0,0.0
4980,Femme,2011,25-49,"C88,C90",,Myélomes,Mortalité,15,0.0,,0,0.0
1033,Femme,2010,00-24,"C88,C90",,Myélomes,Incidence,12,0.0,,0,0.0
4986,Homme,2015,25-49,"C88,C90",,Myélomes,Mortalité,12,0.0,,0,0.0
4207,Femme,2016,00-24,"C82-86,C96",,LMNH,Mortalité,11,0.0,,0,0.0
3214,Homme,2008,75+,"C82-86,C96",,LMNH,Incidence,18,0.0,,0,0.0
4952,Homme,2020,25-49,"C82-86,C96",,LMNH,Mortalité,10,0.0,,0,0.0
4954,Homme,2021,25-49,"C82-86,C96",,LMNH,Mortalité,12,0.0,,0,0.0
6320,Femme,2009,75+,"C82-86,C96",,LMNH,Mortalité,16,0.0,,0,0.0
4212,Homme,2020,00-24,"C82-86,C96",,LMNH,Mortalité,9,0.0,,0,0.0
1002,Femme,2021,00-24,"C82-86,C96",,LMNH,Incidence,10,0.0,,0,0.0
4937,Femme,2009,25-49,"C82-86,C96",,LMNH,Mortalité,12,0.0,,0,0.0
4940,Femme,2012,25-49,"C82-86,C96",,LMNH,Mortalité,14,0.0,,0,0.0
4948,Homme,2018,25-49,"C82-86,C96",,LMNH,Mortalité,12,0.0,,0,0.0
5715,Femme,2009,50-74,"C82-86,C96",,LMNH,Mortalité,20,0.0,,0,0.0
6323,Femme,2012,75+,"C82-86,C96",,LMNH,Mortalité,18,0.0,,0,0.0
1845,Femme,2019,25-49,"C82-86,C96",,LMNH,Incidence,18,0.0,,0,0.0
4213,Femme,2021,00-24,"C82-86,C96",,LMNH,Mortalité,9,0.0,,0,0.0
1846,Femme,2020,25-49,"C82-86,C96",,LMNH,Incidence,16,0.0,,0,0.0
4946,Femme,2015,25-49,"C82-86,C96",,LMNH,Mortalité,13,0.0,,0,0.0
996,Homme,2014,00-24,"C82-86,C96",,LMNH,Incidence,11,0.0,,0,0.0
1844,Femme,2018,25-49,"C82-86,C96",,LMNH,Incidence,17,0.0,,0,0.0
4951,Femme,2019,25-49,"C82-86,C96",,LMNH,Mortalité,14,0.0,,0,0.0
5720,Femme,2021,50-74,"C82-86,C96",,LMNH,Mortalité,19,0.0,,0,0.0
991,Femme,2011,00-24,"C82-86,C96",,LMNH,Incidence,12,0.0,,0,0.0
992,Homme,2012,00-24,"C82-86,C96",,LMNH,Incidence,11,0.0,,0,0.0
4944,Femme,2014,25-49,"C82-86,C96",,LMNH,Mortalité,12,0.0,,0,0.0
4536,Femme,2014,00-24,"C82-86,C96",,LMNH,Mortalité,9,,,0,0.0
4950,Homme,2019,25-49,"C82-86,C96",,LMNH,Mortalité,13,0.0,,0,0.0
4202,Homme,2012,00-24,"C82-86,C96",,LMNH,Mortalité,10,0.0,,0,0.0
4206,Homme,2016,00-24,"C82-86,C96",,LMNH,Mortalité,11,0.0,,0,0.0
5623,Femme,2011,50-74,C15,Tumeur maligne de l'oesophage,Oesophage,Mortalité,14,1.2,,1,4.78
3175,Homme,2020,75+,C15,Tumeur maligne de l'oesophage,Oesophage,Incidence,17,0.9,,1,20.61
3806,Femme,2009,Tous ages,C15,Tumeur maligne de l'oesophage,Oesophage,Mortalité,17,0.9,74.0,1,0.8
2557,Femme,2018,50-74,C15,Tumeur maligne de l'oesophage,Oesophage,Incidence,21,0.4,,1,3.17
3151,Femme,2020,75+,C15,Tumeur maligne de l'oesophage,Oesophage,Incidence,18,1.1,,1,13.96
4848,Femme,2016,25-49,C15,Tumeur maligne de l'oesophage,Oesophage,Mortalité,9,2.9,,1,1.84
1725,Homme,2021,25-49,C15,Tumeur maligne de l'oesophage,Oesophage,Incidence,13,1.6,,1,2.11
2538,Femme,2008,50-74,C15,Tumeur maligne de l'oesophage,Oesophage,Incidence,17,0.6,,1,5.11
3046,Femme,2008,75+,C15,Tumeur maligne de l'oesophage,Oesophage,Incidence,14,2.1,,1,29.22
580,Femme,2018,Tous ages,C15,Tumeur maligne de l'oesophage,Oesophage,Incidence,21,0.2,53.0,1,0.57
6208,Femme,2020,75+,C15,Tumeur maligne de l'oesophage,Oesophage,Mortalité,12,1.8,,1,13.96
3150,Homme,2010,75+,C15,Tumeur maligne de l'oesophage,Oesophage,Incidence,15,1.1,,1,31.25
5610,Femme,2014,50-74,C15,Tumeur maligne de l'oesophage,Oesophage,Mortalité,17,1.4,,1,4.01
6233,Homme,2012,75+,C15,Tumeur maligne de l'oesophage,Oesophage,Mortalité,13,1.6,,1,32.51
3104,Homme,2012,75+,C15,Tumeur maligne de l'oesophage,Oesophage,Incidence,14,1.4,,1,32.51
2549,Femme,2014,50-74,C15,Tumeur maligne de l'oesophage,Oesophage,Incidence,17,0.5,,1,4.39
1708,Homme,2016,25-49,C15,Tumeur maligne de l'oesophage,Oesophage,Incidence,15,1.8,,1,1.84
573,Femme,2014,Tous ages,C15,Tumeur maligne de l'oesophage,Oesophage,Incidence,20,0.3,60.0,1,0.79
3842,Femme,2015,Tous ages,C15,Tumeur maligne de l'oesophage,Oesophage,Mortalité,19,0.6,49.0,1,0.64
582,Femme,2021,Tous ages,C15,Tumeur maligne de l'oesophage,Oesophage,Incidence,21,0.2,77.0,1,0.32
2558,Femme,2019,50-74,C15,Tumeur maligne de l'oesophage,Oesophage,Incidence,20,0.4,,1,3.1
1768,Femme,2014,25-49,C16,Tumeur maligne de l'estomac,Estomac,Incidence,12,0.9,,1,1.78
6221,Homme,2013,75+,C16,Tumeur maligne de l'estomac,Estomac,Mortalité,12,1.6,,1,30.43
1741,Femme,2009,25-49,C16,Tumeur maligne de l'estomac,Estomac,Incidence,11,1.0,,1,2.39
4779,Homme,2018,25-49,C16,Tumeur maligne de l'estomac,Estomac,Mortalité,4,4.8,,1,1.91
6222,Femme,2016,75+,C16,Tumeur maligne de l'estomac,Estomac,Mortalité,12,1.6,,1,17.14
4831,Homme,2017,25-49,C16,Tumeur maligne de l'estomac,Estomac,Mortalité,6,3.8,,1,1.94
4794,Femme,2017,25-49,C16,Tumeur maligne de l'estomac,Estomac,Mortalité,8,4.3,,1,1.85
1740,Femme,2008,25-49,C16,Tumeur maligne de l'estomac,Estomac,Incidence,9,1.0,,1,2.13
3076,Femme,2012,75+,C22,Tumeur maligne du foie et des voies biliaires intrahépatiques,Foie et voies biliaires intra-hépatiques,Incidence,12,1.7,,1,24.98
1769,Femme,2014,25-49,C22,Tumeur maligne du foie et des voies biliaires intrahépatiques,Foie et voies biliaires intra-hépatiques,Incidence,13,0.9,,1,1.78
3161,Homme,2018,75+,C22,Tumeur maligne du foie et des voies biliaires intrahépatiques,Foie et voies biliaires intra-hépatiques,Incidence,14,1.0,,1,22.16
1744,Femme,2009,25-49,C22,Tumeur maligne du foie et des voies biliaires intrahépatiques,Foie et voies biliaires intra-hépatiques,Incidence,12,1.0,,1,1.84
3140,Femme,2018,75+,C22,Tumeur maligne du foie et des voies biliaires intrahépatiques,Foie et voies biliaires intra-hépatiques,Incidence,12,1.1,,1,15.47
1619,Homme,2008,25-49,C22,Tumeur maligne du foie et des voies biliaires intrahépatiques,Foie et voies biliaires intra-hépatiques,Incidence,9,3.0,,1,2.39
1780,Femme,2020,25-49,C22,Tumeur maligne du foie et des voies biliaires intrahépatiques,Foie et voies biliaires intra-hépatiques,Incidence,11,0.8,,1,1.83
754,Femme,2012,00-24,C22,Tumeur maligne du foie et des voies biliaires intrahépatiques,Foie et voies biliaires intra-hépatiques,Incidence,2,20.0,,1,2.56
1745,Femme,2012,25-49,C22,Tumeur maligne du foie et des voies biliaires intrahépatiques,Foie et voies biliaires intra-hépatiques,Incidence,13,1.0,,1,1.91
4758,Femme,2015,25-49,C22,Tumeur maligne du foie et des voies biliaires intrahépatiques,Foie et voies biliaires intra-hépatiques,Mortalité,6,6.2,,1,1.99
1774,Femme,2014,25-49,C25,Tumeur maligne du pancréas,Pancréas,Incidence,17,0.9,,1,1.78
4746,Homme,2013,25-49,C25,Tumeur maligne du pancréas,Pancréas,Mortalité,7,7.1,,1,2.08
1728,Homme,2021,25-49,C25,Tumeur maligne du pancréas,Pancréas,Incidence,14,1.6,,1,1.82
1664,Homme,2013,25-49,C25,Tumeur maligne du pancréas,Pancréas,Incidence,14,2.3,,1,2.08
6194,Homme,2010,75+,C25,Tumeur maligne du pancréas,Pancréas,Mortalité,12,1.9,,1,37.12
4785,Femme,2012,25-49,C25,Tumeur maligne du pancréas,Pancréas,Mortalité,9,4.8,,1,2.16
3106,Homme,2012,75+,C25,Tumeur maligne du pancréas,Pancréas,Incidence,15,1.4,,1,32.51
1652,Homme,2018,25-49,C25,Tumeur maligne du pancréas,Pancréas,Incidence,11,2.4,,1,1.87
2559,Femme,2017,50-74,C25,Tumeur maligne du pancréas,Pancréas,Incidence,19,0.4,,1,3.78
6230,Homme,2021,75+,C43,Mélanome malin de la peau,Mélanomes,Mortalité,12,1.6,,1,20.15
4792,Homme,2011,25-49,C43,Mélanome malin de la peau,Mélanomes,Mortalité,7,4.5,,1,1.92
5652,Homme,2009,50-74,C43,Mélanome malin de la peau,Mélanomes,Mortalité,14,0.9,,1,4.27
3042,Femme,2008,75+,C43,Mélanome malin de la peau,Mélanomes,Incidence,13,2.1,,1,29.22
5608,Femme,2014,50-74,C43,Mélanome malin de la peau,Mélanomes,Mortalité,16,1.4,,1,3.57
3838,Femme,2018,Tous ages,C43,Mélanome malin de la peau,Mélanomes,Mortalité,19,0.6,51.0,1,0.57
6176,Homme,2009,75+,C43,Mélanome malin de la peau,Mélanomes,Mortalité,11,2.2,,1,39.65
6228,Homme,2015,75+,C43,Mélanome malin de la peau,Mélanomes,Mortalité,11,1.6,,1,27.09
6177,Femme,2011,75+,C43,Mélanome malin de la peau,Mélanomes,Mortalité,11,2.2,,1,26.01
6186,Femme,2015,75+,C43,Mélanome malin de la peau,Mélanomes,Mortalité,16,2.1,,1,18.02
4834,Homme,2017,25-49,C43,Mélanome malin de la peau,Mélanomes,Mortalité,7,3.8,,1,1.88
5667,Homme,2012,50-74,C43,Mélanome malin de la peau,Mélanomes,Mortalité,16,0.8,,1,3.72
3837,Femme,2015,Tous ages,C43,Mélanome malin de la peau,Mélanomes,Mortalité,18,0.6,88.0,1,0.36
3825,Femme,2014,Tous ages,C43,Mélanome malin de la peau,Mélanomes,Mortalité,19,0.7,73.0,1,0.64
3856,Femme,2016,Tous ages,C43,Mélanome malin de la peau,Mélanomes,Mortalité,17,0.5,88.0,1,0.34
6269,Homme,2020,75+,C50,Tumeur maligne du sein,Sein,Mortalité,16,1.2,,1,21.17
3863,Homme,2015,Tous ages,C50,Tumeur maligne du sein,Sein,Mortalité,17,0.5,75.0,1,0.49
584,Homme,2019,Tous ages,C50,Tumeur maligne du sein,Sein,Incidence,20,0.2,72.0,1,0.52
3168,Homme,2014,75+,C50,Tumeur maligne du sein,Sein,Incidence,15,1.0,,1,25.54
774,Femme,2009,00-24,C50,Tumeur maligne du sein,Sein,Incidence,4,16.7,,1,1.85
5672,Homme,2017,50-74,C50,Tumeur maligne du sein,Sein,Mortalité,17,0.8,,1,3.72
585,Homme,2020,Tous ages,C50,Tumeur maligne du sein,Sein,Incidence,20,0.2,82.0,1,0.42
2566,Homme,2016,50-74,C50,Tumeur maligne du sein,Sein,Incidence,19,0.3,,1,3.72
4814,Femme,2021,25-49,C53,Tumeur maligne du col de l'utérus,Col de l'utérus,Mortalité,4,4.2,,1,1.87
3081,Femme,2014,75+,C53,Tumeur maligne du col de l'utérus,Col de l'utérus,Incidence,9,1.6,,1,18.96
6183,Femme,2015,75+,C53,Tumeur maligne du col de l'utérus,Col de l'utérus,Mortalité,13,2.1,,1,18.02
3137,Femme,2018,75+,C53,Tumeur maligne du col de l'utérus,Col de l'utérus,Incidence,11,1.1,,1,15.47
4774,Femme,2013,25-49,C54,Tumeur maligne du corps de l'utérus,Utérus,Mortalité,5,5.0,,1,2.09
6187,Femme,2015,75+,C54,Tumeur maligne du corps de l'utérus,Utérus,Mortalité,17,2.1,,1,21.85
5584,Femme,2010,50-74,C54,Tumeur maligne du corps de l'utérus,Utérus,Mortalité,13,1.6,,1,4.27
6219,Femme,2012,75+,C54,Tumeur maligne du corps de l'utérus,Utérus,Mortalité,15,1.7,,1,21.37
4845,Femme,2019,25-49,C54,Tumeur maligne du corps de l'utérus,Utérus,Mortalité,10,3.2,,1,1.92
6154,Femme,2009,75+,C54,Tumeur maligne du corps de l'utérus,Utérus,Mortalité,11,2.6,,1,28.2
4818,Femme,2021,25-49,C54,Tumeur maligne du corps de l'utérus,Utérus,Mortalité,8,4.2,,1,1.81
1756,Femme,2021,25-49,C56,Tumeur maligne de l'ovaire,Ovaire,Incidence,14,1.0,,1,1.98
781,Femme,2019,00-24,C56,Tumeur maligne de l'ovaire,Ovaire,Incidence,3,14.3,,1,1.78
3132,Femme,2019,75+,C56,Tumeur maligne de l'ovaire,Ovaire,Incidence,17,1.2,,1,17.91
4768,Homme,2021,25-49,C61,Tumeur maligne de la prostate,Prostate,Mortalité,5,5.9,,1,1.82
1711,Homme,2016,25-49,C61,Tumeur maligne de la prostate,Prostate,Incidence,16,1.8,,1,1.97
803,Homme,2011,00-24,C62,Tumeur maligne du testicule,Testicule,Incidence,6,10.0,,1,1.71
3156,Homme,2011,75+,C62,Tumeur maligne du testicule,Testicule,Incidence,17,1.1,,1,29.71
4808,Homme,2016,25-49,C62,Tumeur maligne du testicule,Testicule,Mortalité,10,4.3,,1,1.88
788,Homme,2009,00-24,C62,Tumeur maligne du testicule,Testicule,Incidence,5,12.5,,1,1.66
762,Homme,2010,00-24,C62,Tumeur maligne du testicule,Testicule,Incidence,5,20.0,,1,1.74
3831,Femme,2014,Tous ages,C67,Tumeur maligne de la vessie,Vessie-Voies urinaires,Mortalité,21,0.7,85.0,1,0.38
2545,Femme,2008,50-74,C67,Tumeur maligne de la vessie,Vessie-Voies urinaires,Incidence,19,0.6,,1,5.27
3872,Homme,2017,Tous ages,C67,Tumeur maligne de la vessie,Vessie-Voies urinaires,Mortalité,20,0.4,63.0,1,0.71
2562,Femme,2021,50-74,C67,Tumeur maligne de la vessie,Vessie-Voies urinaires,Incidence,19,0.4,,1,2.95
5644,Femme,2021,50-74,C67,Tumeur maligne de la vessie,Vessie-Voies urinaires,Mortalité,17,1.1,,1,3.48
1767,Femme,2021,25-49,C67,Tumeur maligne de la vessie,Vessie-Voies urinaires,Incidence,16,1.0,,1,1.98
2552,Femme,2010,50-74,C67,Tumeur maligne de la vessie,Vessie-Voies urinaires,Incidence,17,0.5,,1,4.71
1687,Homme,2011,25-49,C67,Tumeur maligne de la vessie,Vessie-Voies urinaires,Incidence,16,2.0,,1,1.92
6171,Femme,2013,75+,C67,Tumeur maligne de la vessie,Vessie-Voies urinaires,Mortalité,13,2.3,,1,23.98
3821,Femme,2010,Tous ages,C67,Tumeur maligne de la vessie,Vessie-Voies urinaires,Mortalité,19,0.8,88.0,1,0.48
3075,Femme,2011,75+,C67,Tumeur maligne de la vessie,Vessie-Voies urinaires,Incidence,15,1.8,,1,22.67
1628,Homme,2008,25-49,C67,Tumeur maligne de la vessie,Vessie-Voies urinaires,Incidence,16,3.0,,1,2.39
6155,Femme,2009,75+,C67,Tumeur maligne de la vessie,Vessie-Voies urinaires,Mortalité,12,2.6,,1,25.5
1790,Femme,2020,25-49,C67,Tumeur maligne de la vessie,Vessie-Voies urinaires,Incidence,14,0.8,,1,1.83
3135,Femme,2016,75+,C67,Tumeur maligne de la vessie,Vessie-Voies urinaires,Incidence,17,1.2,,1,20.79
4811,Homme,2014,25-49,C67,Tumeur maligne de la vessie,Vessie-Voies urinaires,Mortalité,11,4.3,,1,1.9
1715,Homme,2016,25-49,C67,Tumeur maligne de la vessie,Vessie-Voies urinaires,Incidence,18,1.8,,1,1.97
3830,Femme,2013,Tous ages,C67,Tumeur maligne de la vessie,Vessie-Voies urinaires,Mortalité,18,0.7,75.0,1,0.48
5677,Homme,2017,50-74,C67,Tumeur maligne de la vessie,Vessie-Voies urinaires,Mortalité,19,0.8,,1,3.96
765,Homme,2013,00-24,C73,Tumeur maligne de la thyroïde,Thyroïde,Incidence,2,20.0,,1,1.65
736,Femme,2013,00-24,C73,Tumeur maligne de la thyroïde,Thyroïde,Incidence,3,33.3,,1,1.73
4787,Femme,2012,25-49,C73,Tumeur maligne de la thyroïde,Thyroïde,Mortalité,10,4.8,,1,1.9
2570,Homme,2008,50-74,C73,Tumeur maligne de la thyroïde,Thyroïde,Incidence,17,0.3,,1,4.03
6242,Homme,2015,75+,C73,Tumeur maligne de la thyroïde,Thyroïde,Mortalité,14,1.6,,1,24.65
6241,Homme,2012,75+,C73,Tumeur maligne de la thyroïde,Thyroïde,Mortalité,15,1.6,,1,32.51
3864,Homme,2012,Tous ages,C73,Tumeur maligne de la thyroïde,Thyroïde,Mortalité,17,0.5,80.0,1,0.65
1665,Homme,2013,25-49,C73,Tumeur maligne de la thyroïde,Thyroïde,Incidence,15,2.3,,1,2.48
5682,Homme,2016,50-74,C73,Tumeur maligne de la thyroïde,Thyroïde,Mortalité,18,0.7,,1,3.25
3871,Homme,2016,Tous ages,C73,Tumeur maligne de la thyroïde,Thyroïde,Mortalité,19,0.4,58.0,1,0.59
5674,Homme,2010,50-74,C73,Tumeur maligne de la thyroïde,Thyroïde,Mortalité,18,0.8,,1,4.49
3071,Femme,2011,75+,C73,Tumeur maligne de la thyroïde,Thyroïde,Incidence,13,1.8,,1,26.01
6197,Homme,2010,75+,C73,Tumeur maligne de la thyroïde,Thyroïde,Mortalité,15,1.9,,1,37.12
764,Femme,2012,00-24,C73,Tumeur maligne de la thyroïde,Thyroïde,Incidence,3,20.0,,1,1.78
5660,Homme,2009,50-74,C73,Tumeur maligne de la thyroïde,Thyroïde,Mortalité,18,0.9,,1,5.09
729,Femme,2017,00-24,C00-13,,Lèvre_bouche_pharynx,Incidence,2,33.3,,1,1.84
1750,Femme,2008,25-49,C00-13,,Lèvre_bouche_pharynx,Incidence,10,1.0,,1,1.88
6224,Homme,2012,75+,C00-13,,Lèvre_bouche_pharynx,Mortalité,10,1.6,,1,32.51
769,Femme,2010,00-24,C00-13,,Lèvre_bouche_pharynx,Incidence,2,16.7,,1,1.83
4782,Homme,2018,25-49,C00-13,,Lèvre_bouche_pharynx,Mortalité,5,4.8,,1,1.94
3144,Femme,2020,75+,C00-13,,Lèvre_bouche_pharynx,Incidence,17,1.1,,1,17.04
5632,Femme,2020,50-74,C00-13,,Lèvre_bouche_pharynx,Mortalité,15,1.1,,1,3.52
4759,Femme,2015,25-49,C00-13,,Lèvre_bouche_pharynx,Mortalité,7,6.2,,1,1.99
5631,Femme,2016,50-74,C00-13,,Lèvre_bouche_pharynx,Mortalité,13,1.1,,1,3.32
1635,Homme,2010,25-49,C00-13,,Lèvre_bouche_pharynx,Incidence,11,2.7,,1,1.83
3834,Femme,2019,Tous ages,C00-13,,Lèvre_bouche_pharynx,Mortalité,16,0.6,36.0,1,0.6
2554,Femme,2011,50-74,C00-13,,Lèvre_bouche_pharynx,Incidence,21,0.4,,1,4.78
4800,Homme,2016,25-49,C00-13,,Lèvre_bouche_pharynx,Mortalité,7,4.3,,1,1.97
3994,Homme,2018,00-24,C00-97,,Tous cancers,Mortalité,0,1.0,,1,1.76
3999,Femme,2010,00-24,C00-97,,Tous cancers,Mortalité,0,1.0,,1,1.83
4846,Femme,2016,25-49,C18-20,,Colon-rectum,Mortalité,7,2.9,,1,1.96
4034,Homme,2012,00-24,C18-20,,Colon-rectum,Mortalité,1,33.3,,1,1.65
721,Femme,2020,00-24,C18-20,,Colon-rectum,Incidence,1,33.3,,1,1.93
4838,Femme,2020,25-49,C18-20,,Colon-rectum,Mortalité,6,3.3,,1,1.95
3107,Homme,2012,75+,C23-24,,Vésicule - Voies biliaires,Incidence,16,1.4,,1,32.51
3867,Homme,2012,Tous ages,C23-24,,Vésicule - Voies biliaires,Mortalité,18,0.5,48.0,1,0.68
3159,Femme,2018,75+,C23-24,,Vésicule - Voies biliaires,Incidence,16,1.1,,1,15.47
6182,Homme,2009,75+,C23-24,,Vésicule - Voies biliaires,Mortalité,13,2.2,,1,32.85
5627,Femme,2011,50-74,C23-24,,Vésicule - Voies biliaires,Mortalité,16,1.2,,1,3.96
6212,Femme,2019,75+,C23-24,,Vésicule - Voies biliaires,Mortalité,13,1.8,,1,14.69
3169,Homme,2014,75+,C23-24,,Vésicule - Voies biliaires,Incidence,16,1.0,,1,25.54
3850,Femme,2011,Tous ages,C23-24,,Vésicule - Voies biliaires,Mortalité,18,0.6,57.0,1,0.71
3091,Femme,2010,75+,C23-24,,Vésicule - Voies biliaires,Incidence,16,1.6,,1,27.09
2573,Homme,2017,50-74,C23-24,,Vésicule - Voies biliaires,Incidence,19,0.3,,1,3.23
5643,Femme,2017,50-74,C23-24,,Vésicule - Voies biliaires,Mortalité,17,1.1,,1,3.78
5676,Homme,2011,50-74,C23-24,,Vésicule - Voies biliaires,Mortalité,17,0.8,,1,4.38
6245,Homme,2021,75+,C23-24,,Vésicule - Voies biliaires,Mortalité,15,1.6,,1,19.87
3092,Femme,2014,75+,C23-24,,Vésicule - Voies biliaires,Incidence,15,1.6,,1,18.96
3170,Homme,2018,75+,C23-24,,Vésicule - Voies biliaires,Incidence,16,1.0,,1,22.16
4828,Homme,2012,25-49,C23-24,,Vésicule - Voies biliaires,Mortalité,9,4.0,,1,2.14
6243,Homme,2013,75+,C23-24,,Vésicule - Voies biliaires,Mortalité,17,1.6,,1,30.43
2563,Femme,2020,50-74,C30-32,,Fosses nasales_sinus annexes de la face_oreille interne_larynx,Incidence,20,0.3,,1,3.52
722,Femme,2020,00-24,C30-32,,Fosses nasales_sinus annexes de la face_oreille interne_larynx,Incidence,2,33.3,,1,1.79
5650,Homme,2021,50-74,C30-32,,Fosses nasales_sinus annexes de la face_oreille interne_larynx,Mortalité,14,0.9,,1,3.65
1658,Homme,2013,25-49,C30-32,,Fosses nasales_sinus annexes de la face_oreille interne_larynx,Incidence,12,2.3,,1,1.8
3099,Femme,2015,75+,C30-32,,Fosses nasales_sinus annexes de la face_oreille interne_larynx,Incidence,14,1.4,,1,21.85
3111,Homme,2015,75+,C30-32,,Fosses nasales_sinus annexes de la face_oreille interne_larynx,Incidence,11,1.3,,1,27.09
2564,Homme,2021,50-74,C30-32,,Fosses nasales_sinus annexes de la face_oreille interne_larynx,Incidence,18,0.3,,1,3.1
3171,Homme,2020,75+,C30-32,,Fosses nasales_sinus annexes de la face_oreille interne_larynx,Incidence,14,0.9,,1,20.61
3124,Homme,2009,75+,C30-32,,Fosses nasales_sinus annexes de la face_oreille interne_larynx,Incidence,12,1.2,,1,39.65
6250,Homme,2018,75+,C30-32,,Fosses nasales_sinus annexes de la face_oreille interne_larynx,Mortalité,14,1.4,,1,23.35
5662,Homme,2019,50-74,C30-32,,Fosses nasales_sinus annexes de la face_oreille interne_larynx,Mortalité,17,0.8,,1,3.8
3833,Femme,2018,Tous ages,C30-32,,Fosses nasales_sinus annexes de la face_oreille interne_larynx,Mortalité,18,0.6,68.0,1,0.67
1702,Homme,2016,25-49,C30-32,,Fosses nasales_sinus annexes de la face_oreille interne_larynx,Incidence,14,1.8,,1,1.84
2548,Femme,2012,50-74,C30-32,,Fosses nasales_sinus annexes de la face_oreille interne_larynx,Incidence,18,0.5,,1,4.34
4011,Homme,2018,00-24,C33-34,,Bronches-Poumon,Mortalité,1,100.0,,1,1.76
3846,Femme,2015,Tous ages,C64-65,,Rein,Mortalité,20,0.6,73.0,1,0.62
745,Femme,2008,00-24,C64-65,,Rein,Incidence,3,25.0,,1,2.63
5646,Femme,2015,50-74,C64-65,,Rein,Mortalité,12,1.0,,1,3.44
3069,Femme,2011,75+,C64-65,,Rein,Incidence,12,1.8,,1,22.67
